Metric,age_or_height,sex,Match ID,m,s,l,2.5th,5th,25th,50th,75th,95th,97.5th
waz,106,Male,106_1,24.12181862,0.189215803,-1.202910022,17.75140573,18.51817882,21.42137659,24.12181862,27.7066286,35.62403708,39.4188824
waz,107,Male,107_1,24.31845547,0.190464548,-1.214895601,17.87489231,18.64838629,21.5820025,24.31845547,27.96377012,36.07228705,39.98950712
waz,108,Male,108_1,24.51497324,0.19168693,-1.226809438,17.99876591,18.77891021,21.74268159,24.51497324,28.22084337,36.52305065,40.56593169
waz,109,Male,109_1,24.71131663,0.192890631,-1.238655239,18.12280847,18.90954538,21.903274,24.71131663,28.47794466,36.97699364,41.14928899
waz,110,Male,110_1,24.90743034,0.19408355,-1.250436713,18.24679548,19.04008021,22.06363513,24.90743034,28.73518339,37.43487127,41.74087736
waz,111,Male,111_1,25.10325908,0.195273792,-1.262157569,18.37049625,19.17029696,22.22361583,25.10325908,28.99268234,37.897534,42.34217527
waz,112,Male,112_1,25.29874754,0.196469669,-1.273821513,18.49367387,19.29997165,22.38306226,25.29874754,29.25057799,38.36593511,42.95486016
waz,113,Male,113_1,25.4938762,0.197679514,-1.285432243,18.61611599,19.42890566,22.54185001,25.4938762,29.50905807,38.84117349,43.58085979
waz,114,Male,114_1,25.68918225,0.198909044,-1.296993256,18.73807895,19.55738176,22.70037868,25.68918225,29.76890152,39.32500283,44.22280806
waz,115,Male,115_1,25.8856429,0.200161867,-1.308507892,18.86018882,19.68606239,22.8594616,25.8856429,30.03135576,39.81970466,44.88392248
waz,116,Male,116_1,26.08424737,0.201441619,-1.31997949,18.98307628,19.81561495,23.01991927,26.08424737,30.29769313,40.32767532,45.56764852
waz,117,Male,117_1,26.28598486,0.202752033,-1.331411387,19.10736605,19.94670084,23.18256777,26.28598486,30.56919934,40.85142539,46.27767775
waz,118,Male,118_1,26.49184459,0.204096936,-1.34280692,19.23367684,20.07997548,23.34821866,26.49184459,30.84717421,41.39359135,47.01797935
waz,119,Male,119_1,26.70281576,0.205480261,-1.354169427,19.36262081,20.21608772,23.5176786,26.70281576,31.13293283,41.95695087,47.79284035
waz,120,Male,120_1,26.91959946,0.206905214,-1.365502124,19.49461507,20.35548078,23.69150672,26.91959946,31.42744849,42.5438742,48.60621155
waz,121,Male,121_1,27.14159724,0.208371296,-1.376807688,19.62922442,20.49769753,23.86916626,27.14159724,31.73008843,43.15430292,49.45919619
waz,122,Male,122_1,27.36784441,0.209876921,-1.38808864,19.76577805,20.64203162,24.04981469,27.36784441,32.03976045,43.78748618,50.35215051
waz,123,Male,123_1,27.59737626,0.211420456,-1.399347503,19.90361037,20.78778181,24.23261295,27.59737626,32.35536533,44.44268172,51.28555356
waz,124,Male,124_1,27.82922808,0.213000222,-1.410586801,20.04206121,20.93425219,24.41672562,27.82922808,32.67579625,45.11915513,52.26002045
waz,125,Male,125_1,28.06243516,0.214614486,-1.421809056,20.1804763,21.08075256,24.60132119,28.06243516,32.99993799,45.81617782,53.27631557
waz,126,Male,126_1,28.29603881,0.216261462,-1.433016786,20.31821163,21.22660312,24.78557749,28.29603881,33.32667341,46.53303593,54.33538185
waz,127,Male,127_1,28.52945084,0.217939232,-1.444212236,20.45489664,21.37140921,24.96900182,28.52945084,33.65531048,47.26961882,55.43904322
waz,128,Male,128_1,28.76266239,0.219645702,-1.455397224,20.59058268,21.51521652,25.15161288,28.76266239,33.98583046,48.02677929,56.59046196
waz,129,Male,129_1,28.9957151,0.221378701,-1.466573528,20.72535968,21.65811094,25.33347536,28.9957151,34.31827013,48.80549906,57.79321846
waz,130,Male,130_1,29.22865055,0.22313598,-1.47774293,20.85931982,21.80018061,25.51465559,29.22865055,34.6526621,49.60680941,59.05125951
waz,131,Male,131_1,29.46151037,0.224915215,-1.488907208,20.99255739,21.9415158,25.69522158,29.46151037,34.9890348,50.43179512,60.36895066
waz,0,Female,0_1,4.177128945,0.148080891,0.203004544,3.097172042,3.253803982,3.77620163,4.177128945,4.611273712,5.298189405,5.537975263
waz,1,Female,1_2,4.650887273,0.147875933,0.190686319,3.451847437,3.6255364,4.205345759,4.650887273,5.133882399,5.899219575,6.166699986
waz,2,Female,2_2,5.121934536,0.14767194,0.178368094,3.80517506,3.995683061,4.632207789,5.121934536,5.65342175,6.496842569,6.791966035
waz,3,Female,3_2,5.57915042,0.147471759,0.166049873,4.148848047,4.355531282,5.046715924,5.57915042,6.157631411,7.076986102,7.39906673
waz,4,Female,4_2,6.017779079,0.147276849,0.153731658,4.47927068,4.701320175,5.444550691,6.017779079,6.64127612,7.633643456,7.981722796
waz,5,Female,5_2,6.433064666,0.14708866,0.141413452,4.792831448,5.029276035,5.821388085,6.433064666,7.099123621,8.160811496,8.533657511
waz,6,Female,6_2,6.820251332,0.146908635,0.129095255,5.085904149,5.335613265,6.172899956,6.820251332,7.525944247,8.652489558,9.048595333
waz,7,Female,7_2,7.17498775,0.146738272,0.11677707,5.355150447,5.616851581,6.495120411,7.17498775,7.916957078,9.103192168,9.520798032
waz,8,Female,8_2,7.497568684,0.146579743,0.1044589,5.600683951,5.873134622,6.788284063,7.497568684,8.272512676,9.51333915,9.950704401
waz,9,Female,9_2,7.791259796,0.146435655,0.092140749,5.824835136,6.106930725,7.055313623,7.791259796,8.596242498,9.887129519,10.34270856
waz,10,Female,10_2,8.059375084,0.14630861,0.079822621,6.029978868,6.320752432,7.299177237,8.059375084,8.891831378,10.2288276,10.70127523
waz,11,Female,11_2,8.305228545,0.146201209,0.06750452,6.218498511,6.517118825,7.522844828,8.305228545,9.162964073,10.54270143,11.03087526
waz,12,Female,12_2,8.532134176,0.146116052,0.055186449,6.392785859,6.698555483,7.729288101,8.532134176,9.413325249,10.83302274,11.33598568
waz,13,Female,13_2,8.74340595,0.146055743,0.042868413,6.555240726,6.867594148,7.921480388,8.74340595,9.646599604,11.1040674,11.62109028
waz,14,Female,14_2,8.941931787,0.146022146,0.030550416,6.707960653,7.026446131,8.102014509,8.941931787,9.865997127,11.35956118,11.89009689
waz,15,Female,15_2,9.129087795,0.146014497,0.018232464,6.851950713,7.176170696,8.272129456,9.129087795,10.07304196,11.60126254,12.14484612
waz,16,Female,16_2,9.305914903,0.146031457,0.005914561,6.987978245,7.317575459,8.432765617,9.305914903,10.26888296,11.83049025,12.38671613
waz,17,Female,17_2,9.473454039,0.146071701,-0.006403286,7.116815789,7.451472348,8.584865055,9.473454039,10.45466753,12.04856008,12.61708178
waz,18,Female,18_2,9.632746134,0.146133913,-0.018721071,7.239240511,7.578677116,8.729371299,9.632746134,10.63154184,12.25678548,12.83731548
waz,19,Female,19_2,9.784832114,0.146216788,-0.031038789,7.35603358,7.700008795,8.867229092,9.784832114,10.80065113,12.45647832,13.04878813
waz,20,Female,20_2,9.930777747,0.146319037,-0.043356435,7.467998242,7.816308733,8.999406669,9.930777747,10.96316739,12.64898131,13.25290317
waz,21,Female,21_2,10.0725596,0.146439922,-0.055674,7.576617949,7.929130715,9.12769514,10.0725596,11.12127186,12.83680923,13.4522951
waz,22,Female,22_2,10.2133067,0.146579391,-0.067991473,7.684236117,8.040929156,9.254926116,10.2133067,11.27842417,13.0239651,13.65116302
waz,23,Female,23_2,10.3562221,0.146737447,-0.080308843,7.793253715,8.154217713,9.383997738,10.3562221,11.43816816,13.2145569,13.85381976
waz,24,Female,24_2,10.50450884,0.146914096,-0.0926261,7.906073479,8.271510909,9.517807536,10.50450884,11.60405018,13.4127037,14.0645936
waz,25,Female,25_2,10.66136996,0.147109353,-0.104943232,8.025098978,8.39532332,9.659252043,10.66136996,11.77961967,13.62253722,14.28783041
waz,26,Female,26_2,10.83000849,0.14732324,-0.117260228,8.152733789,8.528168848,9.811226443,10.83000849,11.96842953,13.84820331,14.5278955
waz,27,Female,27_2,11.01304083,0.147555799,-0.129577078,8.290938842,8.672097892,9.976092749,11.01304083,12.17338838,14.0931131,14.78838833
waz,28,Female,28_2,11.2084579,0.14780719,-0.141893769,8.438189384,8.825515171,10.15202089,11.2084579,12.39229562,14.35477139,15.06671437
waz,29,Female,29_2,11.41205846,0.148077634,-0.154210288,8.591307302,8.985097154,10.33519494,11.41205846,12.62052612,14.62787088,15.35732574
waz,30,Female,30_2,11.61962811,0.14836736,-0.166526624,8.74710321,9.147509589,10.52178816,11.61962811,12.85343677,14.90707327,15.65463744
waz,31,Female,31_2,11.82695245,0.148676606,-0.178842762,8.90238744,9.309418818,10.70797532,11.82695245,13.08638035,15.1870242,15.9530425
waz,32,Female,32_2,12.02981706,0.149005619,-0.191158691,9.053971132,9.467492728,10.88993316,12.02981706,13.31470495,15.4623512,16.24690934
waz,33,Female,33_2,12.22401047,0.149354652,-0.203474399,9.198669618,9.618404114,11.06384361,12.22401047,13.53375652,15.72766532,16.53058294
waz,34,Female,34_2,12.4066246,0.149723567,-0.215789873,9.334288778,9.759860725,11.22707402,12.4066246,13.74031467,15.97922286,16.80012897
waz,35,Female,35_2,12.57810217,0.15011119,-0.228105107,9.461176625,9.892225392,11.38003388,12.57810217,13.93485616,16.21755272,17.05609489
waz,36,Female,36_2,12.73941693,0.150516177,-0.240420092,9.580085881,10.01628315,11.52361522,12.73941693,14.1184436,16.44386164,17.29973982
waz,37,Female,37_2,12.89154263,0.150937173,-0.252734822,9.691771163,10.13282056,11.65871056,12.89154263,14.29213935,16.65935657,17.53232348
waz,38,Female,38_2,13.03545301,0.151372813,-0.265049289,9.79698853,10.24262528,11.78621274,13.03545301,14.45700578,16.86524529,17.75510701
waz,39,Female,39_2,13.17212182,0.151821719,-0.277363487,9.896495175,10.34648581,11.90701477,13.17212182,14.61410544,17.0627369,17.9693536
waz,40,Female,40_2,13.30254263,0.152282471,-0.289677408,9.991064475,10.44520722,12.02202782,13.30254263,14.76452291,17.25306716,18.17635512
waz,41,Female,41_2,13.42812466,0.152753078,-0.301991048,10.08179247,10.53993008,12.13254296,13.42812466,14.90979901,17.43799671,18.37795362
waz,42,Female,42_2,13.55067167,0.153230991,-0.314304406,10.17008117,10.6321131,12.24021154,13.55067167,15.05190826,17.61978667,18.57651657
waz,43,Female,43_2,13.67200302,0.15371361,-0.32661748,10.25734446,10.72322706,12.34669848,13.67200302,15.19284389,17.80072415,18.77444076
waz,44,Female,44_2,13.79393803,0.154198302,-0.338930271,10.34499577,10.81474205,12.45366796,13.79393803,15.33460079,17.98310291,18.97413215
waz,45,Female,45_2,13.91829606,0.154682399,-0.351242776,10.43444816,10.90812756,12.56278342,13.91829606,15.47917562,18.16922358,19.17800618
waz,46,Female,46_2,14.04689645,0.155163202,-0.363554995,10.52711424,11.00485242,12.67570756,14.04689645,15.62856677,18.36139371,19.38848789
waz,47,Female,47_2,14.18105326,0.15563809,-0.375866927,10.62402585,11.10598744,12.79364567,14.18105326,15.78421305,18.56126982,19.60731765
waz,48,Female,48_2,14.31926272,0.156105043,-0.388178573,10.72409317,11.21038712,12.91525609,14.31926272,15.94442336,18.76683996,19.83236523
waz,49,Female,49_2,14.45904462,0.156562239,-0.400489934,10.82549416,11.31614112,13.03831696,14.45904462,16.10641729,18.97480306,20.06013454
waz,50,Female,50_2,14.59791782,0.157007836,-0.412801013,10.92640967,11.42134213,13.16060838,14.59791782,16.26740776,19.18183514,20.28709839
waz,51,Female,51_2,14.73340114,0.157439977,-0.425111811,11.02502356,11.52408614,13.27991302,14.73340114,16.42460222,19.38459078,20.50969994
waz,52,Female,52_2,14.86301342,0.157856785,-0.437422329,11.11952235,11.62247207,13.39401601,14.86301342,16.57520286,19.57970346,20.72435291
waz,53,Female,53_2,14.9842882,0.158256382,-0.44973257,11.20810524,11.71461242,13.50071769,14.9842882,16.71642355,19.76380621,20.9274636
waz,54,Female,54_2,15.09637111,0.158637906,-0.462042535,11.29015829,11.79986354,13.5992634,15.09637111,16.84728502,19.93568005,21.11771584
waz,55,Female,55_2,15.20145409,0.159002445,-0.474352227,11.36730695,11.87992813,13.69162523,15.20145409,16.97023128,20.09820146,21.29814837
waz,56,Female,56_2,15.30206757,0.159351321,-0.486661646,11.44142296,11.95676678,13.78007598,15.30206757,17.08809142,20.25472066,21.47230973
waz,57,Female,57_2,15.40074194,0.159685876,-0.498970794,11.51437587,12.03233756,13.86688627,15.40074194,17.20369931,20.40860712,21.64377531
waz,58,Female,58_2,15.50000764,0.160007465,-0.511279675,11.58803379,12.10859668,13.95432485,15.50000764,17.31989328,20.5632487,21.81614637
waz,59,Female,59_2,15.60239507,0.160317461,-0.523588288,11.66426373,12.18749881,14.0446588,15.60239507,17.43951586,20.72205126,21.99304973
waz,60,Female,60_2,15.71032818,0.160617267,-0.535896637,11.7448522,12.27091409,14.14005772,15.71032818,17.56529475,20.88829729,22.17798783
waz,61,Female,61_2,15.82481275,0.160908546,-0.548204722,11.8305203,12.35959981,14.24141141,15.82481275,17.69837842,21.06340836,22.37249534
waz,62,Female,62_2,15.94584597,0.161193149,-0.560512544,11.92123134,12.45352194,14.34869982,15.94584597,17.83879125,21.2474784,22.57670161
waz,63,Female,63_2,16.07340344,0.161472946,-0.572820105,12.01693186,12.55262896,14.46188305,16.07340344,17.98653438,21.44057675,22.79071161
waz,64,Female,64_2,16.20746079,0.161749819,-0.585127405,12.1175678,12.6568688,14.58092079,16.20746079,18.14160988,21.64277705,23.01463668
waz,65,Female,65_2,16.34799361,0.162025667,-0.597434445,12.2230842,12.76618848,14.7057722,16.34799361,18.30402093,21.85415781,23.24859539
waz,66,Female,66_2,16.49497752,0.162302397,-0.609741226,12.33342525,12.88053426,14.83639589,16.49497752,18.47377179,22.07480262,23.49271382
waz,67,Female,67_2,16.64819001,0.162581893,-0.622047749,12.44838665,12.9996973,14.97257203,16.64819001,18.6506456,22.30453376,23.74684182
waz,68,Female,68_2,16.80661608,0.162865892,-0.634354018,12.56717357,13.12285182,15.11336903,16.80661608,18.83353637,22.54210836,24.00969501
waz,69,Female,69_2,16.96904261,0.163156101,-0.646660034,12.68884262,13.24901713,15.25767728,16.96904261,19.02111552,22.78601572,24.27970332
waz,70,Female,70_2,17.13425648,0.163454243,-0.658965801,12.81244903,13.37721152,15.4043869,17.13425648,19.21205439,23.03474421,24.55529549
waz,71,Female,71_2,17.30104457,0.16376205,-0.671271322,12.93704688,13.50645239,15.55238787,17.30104457,19.40502406,23.28678097,24.83489869
waz,72,Female,72_2,17.46819375,0.164081273,-0.6835766,13.06168894,13.63575616,15.70056992,17.46819375,19.5986955,23.54061226,25.11693906
waz,73,Female,73_2,17.63450515,0.164413666,-0.695881637,13.18543783,13.76414982,15.84783558,17.63450515,19.79175525,23.7947418,25.39986104
waz,74,Female,74_2,17.79944557,0.164760643,-0.708186438,13.30786055,13.89118609,15.99368903,17.79944557,19.98363167,24.04855381,25.68304465
waz,75,Female,75_2,17.96341783,0.165123122,-0.720491007,13.42923411,14.01715738,16.13848029,17.96341783,20.17479714,24.30267539,25.96719235
waz,76,Female,76_2,18.12689502,0.165501993,-0.73279535,13.54988836,14.1424111,16.28262238,18.12689502,20.3658038,24.55783394,26.25311663
waz,77,Female,77_2,18.29035023,0.165898162,-0.745099471,13.67015245,14.2672939,16.42652767,18.29035023,20.55720543,24.81476503,26.54164253
waz,78,Female,78_2,18.45425654,0.166312543,-0.757403377,13.79035497,14.39215174,16.57060791,18.45425654,20.74955745,25.07421253,26.83360797
waz,79,Female,79_2,18.61908704,0.166746067,-0.769707071,13.9108236,14.51732968,16.71527412,18.61908704,20.94341709,25.33692967,27.12986528
waz,80,Female,80_2,18.78524814,0.167199623,-0.78201056,14.0318366,14.64312096,16.86087729,18.78524814,21.13926765,25.60358558,27.43118064
waz,81,Female,81_2,18.95254609,0.167673616,-0.794313847,14.15323405,14.7693601,17.00723436,18.95254609,21.33691074,25.87401264,27.73742046
waz,82,Female,82_2,19.12046958,0.168168192,-0.80661694,14.27462475,14.89563947,17.15388011,19.12046958,21.53578632,26.14759694,28.04797049
waz,83,Female,83_2,19.28850437,0.168683504,-0.818919842,14.39561562,15.02154952,17.30034702,19.28850437,21.73533048,26.42371935,28.36221159
waz,84,Female,84_2,19.45613623,0.169219713,-0.83122256,14.51581401,15.14668117,17.44616795,19.45613623,21.93497866,26.70175934,28.6795238
waz,85,Female,85_2,19.62285094,0.169776987,-0.843525099,14.63482786,15.27062595,17.59087618,19.62285094,22.13416552,26.98109469,28.99928605
waz,86,Female,86_2,19.78813486,0.1703555,-0.855827463,14.7522662,15.39297654,17.73400604,19.78813486,22.33232552,27.2611019,29.32087659
waz,87,Female,87_2,19.95206256,0.170955387,-0.868129659,14.86817822,15.5137847,17.87561986,19.95206256,22.5295556,27.54196444,29.64454213
waz,88,Female,88_2,20.11640617,0.171576653,-0.880431692,14.98388075,15.63442443,18.0173019,20.11640617,22.72786871,27.82620957,29.97305483
waz,89,Female,89_2,20.28324224,0.17221928,-0.892733568,15.10091568,15.75650438,18.16090731,20.28324224,22.9296262,28.11680841,30.3096759
waz,90,Female,90_2,20.45464728,0.172883258,-0.905035292,15.22082172,15.8816299,18.30828874,20.45464728,23.13719536,28.41676132,30.65771163
waz,91,Female,91_2,20.63269783,0.173568578,-0.917336872,15.34513425,16.01140288,18.46129616,20.63269783,23.35294982,28.72909993,31.02051675
waz,92,Female,92_2,20.81947043,0.174275239,-0.929638312,15.47538472,16.14742117,18.62177662,20.81947043,23.5792701,29.05688987,31.40149883
waz,93,Female,93_2,21.01698519,0.175003211,-0.941939619,15.61305919,16.29123531,18.79152393,21.01698519,23.81847945,29.40315204,31.80403387
waz,94,Female,94_2,21.22583397,0.175751722,-0.954240798,15.75859623,16.4433007,18.97106073,21.22583397,24.07127529,29.76889185,32.22931889
waz,95,Female,95_2,21.44510392,0.176519203,-0.966541855,15.91133493,16.60292315,19.1595734,21.44510392,24.33663539,30.15296022,32.67620886
waz,96,Female,96_2,21.67381045,0.17730402,-0.978842796,16.07056442,16.76935613,19.35618638,21.67381045,24.61345205,30.55409258,33.14343139
waz,97,Female,97_2,21.91096896,0.178104512,-0.991143628,16.23557663,16.94185589,19.56002602,21.91096896,24.90061357,30.97100982,33.62969578
waz,98,Female,98_2,22.15559485,0.178918988,-1.003444356,16.40566662,17.11968181,19.77022081,22.15559485,25.19700391,31.40241627,34.13369024
waz,99,Female,99_2,22.40670353,0.179745729,-1.015744985,16.58013278,17.30209658,19.98590153,22.40670353,25.50150239,31.84699823,34.65407948
waz,100,Female,100_2,22.66309197,0.18058295,-1.028045523,16.75811642,17.48819863,20.20600703,22.66309197,25.81273381,32.30310789,35.18915874
waz,101,Female,101_2,22.92217887,0.181428628,-1.040345973,16.93774965,17.67603237,20.42825325,22.92217887,26.12774162,32.76708541,35.73501643
waz,102,Female,102_2,23.18084679,0.182280624,-1.052646343,17.11677816,17.86323829,20.64988476,23.18084679,26.44294444,33.23444327,36.28681602
waz,103,Female,103_2,23.43597711,0.183136758,-1.064946636,17.29295554,18.04746478,20.86815134,23.43597711,26.75474545,33.7006264,36.83962159
waz,104,Female,104_2,23.68445119,0.183994805,-1.077246858,17.46404427,18.22636912,21.08030905,23.68445119,27.05953324,34.16101018,37.38839303
waz,105,Female,105_2,23.92315039,0.184852503,-1.089547014,17.62781522,18.39761705,21.28362014,23.92315039,27.35368181,34.61089814,37.92798113
waz,106,Female,106_2,24.14896536,0.185707549,-1.10184711,17.7820543,18.55888974,21.47536121,24.14896536,27.63356103,35.04553246,38.45313647
waz,107,Female,107_2,24.36033305,0.186558323,-1.114147151,17.92567484,18.70904714,21.65417998,24.36033305,27.89731269,35.46239364,38.96105611
waz,108,Female,108_2,24.55895309,0.187404712,-1.12644714,18.05995454,18.84942168,21.82160635,24.55895309,28.1468439,35.86382107,39.45431123
waz,109,Female,109_2,24.7469389,0.188246796,-1.13874708,18.18646623,18.98165468,21.97953244,24.7469389,28.3845467,36.25280634,39.93621165
waz,110,Female,110_2,24.92640391,0.18908466,-1.151046976,18.30677788,19.10738254,22.12984689,24.92640391,28.61282086,36.63237967,40.41012934
waz,111,Female,111_2,25.09946157,0.189918392,-1.163346832,18.4224529,19.22823706,22.27443503,25.09946157,28.83407397,37.00561087,40.87950081
waz,112,Female,112_2,25.2682253,0.190748084,-1.17564665,18.53505022,19.3458455,22.41517884,25.2682253,29.0507213,37.37561054,41.34783007
waz,113,Female,113_2,25.43479065,0.191573854,-1.187946435,18.64611095,19.46181667,22.55394098,25.43479065,29.26516588,37.74550716,41.81866574
waz,114,Female,114_2,25.6009746,0.192396231,-1.200246189,18.75695778,19.57753272,22.69232867,25.6009746,29.47950733,38.1180989,42.29523161
waz,115,Female,115_2,25.76837399,0.193216071,-1.212545915,18.86874067,19.6941965,22.83174703,25.76837399,29.6956064,38.49593075,42.78051042
waz,116,Female,116_2,25.93857965,0.194034258,-1.224845616,18.9826016,19.81300262,22.97359309,25.93857965,29.91532423,38.88158335,43.27755463
waz,117,Female,117_2,26.1131824,0.194851688,-1.237145294,19.09967957,19.93514254,23.11926132,26.1131824,30.14052893,39.27768224,43.7894988
waz,118,Female,118_2,26.29377308,0.195669276,-1.249444952,19.22111041,20.06180444,23.2701436,26.29377308,30.37309594,39.68690096,44.31956624
waz,119,Female,119_2,26.48194253,0.196487952,-1.261744591,19.34802699,20.19417339,23.42762927,26.48194253,30.61490804,40.11196303,44.87107456
waz,120,Female,120_2,26.67900807,0.197308543,-1.274044215,19.48136246,20.33322561,23.5928648,26.67900807,30.86753614,40.55521569,45.44695604
waz,121,Female,121_2,26.88505347,0.19813136,-1.286343825,19.6211608,20.47900765,23.7659113,26.88505347,31.13111592,41.01711137,46.04803108
waz,122,Female,122_2,27.09981482,0.198956566,-1.298643423,19.76721609,20.63130476,23.94652448,27.09981482,31.40537747,41.49756941,46.67453778
waz,123,Female,123_2,27.32302822,0.199784329,-1.31094301,19.9193228,20.78990258,24.13446037,27.32302822,31.69005072,41.99651822,47.32674606
waz,124,Female,124_2,27.55442976,0.200614818,-1.323242589,20.0772758,20.95458719,24.32947525,27.55442976,31.98486531,42.51389543,48.00495959
waz,125,Female,125_2,27.79375551,0.201448207,-1.335542161,20.24087031,21.12514499,24.53132565,27.79375551,32.2895507,43.04964904,48.70951957
waz,126,Female,126_2,28.04073676,0.202284669,-1.347841728,20.4098985,21.30135921,24.7397642,28.04073676,32.60383048,43.60373005,49.44079841
waz,127,Female,127_2,28.2948082,0.203124341,-1.36014129,20.58393816,21.48278922,24.95428275,28.2948082,32.92708182,44.1756328,50.19867783
waz,128,Female,128_2,28.55494079,0.203967295,-1.37244085,20.7622325,21.668645,25.173966,28.55494079,33.25813847,44.76411978,50.98223002
waz,129,Female,129_2,28.8200651,0.2048136,-1.384740406,20.94399705,21.85810766,25.39786447,28.8200651,33.59578351,45.36788086,51.79046646
waz,130,Female,130_2,29.08911171,0.205663325,-1.397039961,21.12844903,22.0503601,25.62503013,29.08911171,33.93879632,45.9855959,52.62241096
waz,131,Female,131_2,29.36101117,0.206516539,-1.409339513,21.31480725,22.2445869,25.85451635,29.36101117,34.28595242,46.61593427,53.47710117
whz,45,Male,45_1,2.893309316,0.106677581,-0.411723727,2.367491474,2.442398759,2.695256039,2.893309316,3.112546481,3.471306848,3.600371222
whz,45.1,Male,45.1_1,2.913903963,0.106605625,-0.411381076,2.384637006,2.460043545,2.71456658,2.913903963,3.134541997,3.495549394,3.62540871
whz,45.2,Male,45.2_1,2.93449861,0.106533717,-0.411038425,2.401786574,2.477691891,2.733878826,2.93449861,3.15653538,3.519785795,3.650438456
whz,45.3,Male,45.3_1,2.955093257,0.106461858,-0.410695774,2.418940171,2.495343788,2.753192773,2.955093257,3.178526635,3.544016065,3.675460482
whz,45.4,Male,45.4_1,2.975687904,0.106390047,-0.410353122,2.436097799,2.51299924,2.772508422,2.975687904,3.200515764,3.568240208,3.700474791
whz,45.5,Male,45.5_1,2.996282551,0.106318285,-0.410010471,2.45325945,2.530658239,2.791825768,2.996282551,3.222502771,3.592458238,3.725481403
whz,45.6,Male,45.6_1,3.016877198,0.106246571,-0.40966782,2.470425127,2.548320786,2.811144813,3.016877198,3.244487656,3.616670159,3.750480323
whz,45.7,Male,45.7_1,3.037471844,0.106174905,-0.409325169,2.487594825,2.565986879,2.830465554,3.037471844,3.266470421,3.640875978,3.775471561
whz,45.8,Male,45.8_1,3.058066491,0.106103288,-0.408982518,2.50476854,2.583656512,2.849787988,3.058066491,3.288451073,3.665075713,3.800455139
whz,45.9,Male,45.9_1,3.078661138,0.106031719,-0.408639866,2.521946273,2.601329686,2.869112117,3.078661138,3.310429611,3.689269366,3.825431061
whz,46,Male,46_1,3.099255785,0.105960199,-0.408297215,2.539128016,2.619006395,2.888437936,3.099255785,3.332406039,3.713456951,3.850399347
whz,46.1,Male,46.1_1,3.119850432,0.105888726,-0.407954564,2.556313776,2.636686644,2.907765447,3.119850432,3.354380357,3.737638466,3.875359992
whz,46.2,Male,46.2_1,3.140445079,0.105817302,-0.407611913,2.57350354,2.654370423,2.927094646,3.140445079,3.376352571,3.761813931,3.900313024
whz,46.3,Male,46.3_1,3.161039726,0.105745926,-0.407269262,2.590697312,2.672057732,2.946425532,3.161039726,3.398322681,3.78598335,3.925258449
whz,46.4,Male,46.4_1,3.181634373,0.105674598,-0.40692661,2.607895088,2.68974857,2.965758104,3.181634373,3.42029069,3.810146731,3.950196276
whz,46.5,Male,46.5_1,3.202229019,0.105603318,-0.406583959,2.625096865,2.707442933,2.985092359,3.202229019,3.4422566,3.834304082,3.975126517
whz,46.6,Male,46.6_1,3.222823666,0.105532087,-0.406241308,2.642302637,2.725140815,3.004428296,3.222823666,3.464220417,3.858455422,4.000049195
whz,46.7,Male,46.7_1,3.243418313,0.105460903,-0.405898657,2.659512411,2.742842223,3.023765916,3.243418313,3.486182139,3.882600743,4.024964304
whz,46.8,Male,46.8_1,3.26401296,0.105389767,-0.405556006,2.676726178,2.760547149,3.043105217,3.26401296,3.50814177,3.906740062,4.049871863
whz,46.9,Male,46.9_1,3.284607607,0.10531868,-0.405213354,2.693943931,2.778255587,3.062446193,3.284607607,3.530099315,3.930873396,4.074771894
whz,47,Male,47_1,3.305202254,0.10524764,-0.404870703,2.711165678,2.795967542,3.081788848,3.305202254,3.552054772,3.955000738,4.09966439
whz,47.1,Male,47.1_1,3.325796901,0.105176648,-0.404528052,2.72839141,2.813683008,3.101133178,3.325796901,3.574008146,3.979122104,4.124549373
whz,47.2,Male,47.2_1,3.346391547,0.105105704,-0.404185401,2.745621125,2.831401981,3.120479181,3.346391547,3.595959438,4.003237503,4.149426852
whz,47.3,Male,47.3_1,3.366986194,0.105034808,-0.403842749,2.762854822,2.84912446,3.139826857,3.366986194,3.617908654,4.027346945,4.174296843
whz,47.4,Male,47.4_1,3.387580841,0.10496396,-0.403500098,2.780092496,2.866850442,3.159176204,3.387580841,3.639855794,4.051450438,4.199159355
whz,47.5,Male,47.5_1,3.408175488,0.104893159,-0.403157447,2.79733415,2.884579929,3.178527221,3.408175488,3.661800859,4.075547984,4.224014391
whz,47.6,Male,47.6_1,3.428770135,0.104822407,-0.402814796,2.814579772,2.90231291,3.197879904,3.428770135,3.683743856,4.099639606,4.248861981
whz,47.7,Male,47.7_1,3.449364782,0.104751702,-0.402472145,2.831829369,2.92004939,3.217234254,3.449364782,3.705684783,4.123725298,4.27370212
whz,47.8,Male,47.8_1,3.469959429,0.104681045,-0.402129493,2.849082933,2.937789363,3.236590269,3.469959429,3.727623645,4.147805077,4.298534826
whz,47.9,Male,47.9_1,3.490554076,0.104610435,-0.401786842,2.866340467,2.955532831,3.255947949,3.490554076,3.749560442,4.171878943,4.323360104
whz,48,Male,48_1,3.511148722,0.104539873,-0.401444191,2.883601962,2.973279786,3.275307289,3.511148722,3.771495178,4.195946912,4.348177971
